,Datetime,Building_ID,Category,Weekday_Weekend,Consumption_kW
870,2024-08-02 05:00:00,Building_01,commercial,Weekday,10.61
871,2024-08-02 05:00:00,Building_02,industrial,Weekday,59.55
872,2024-08-02 05:00:00,Building_03,commercial,Weekday,10.08
873,2024-08-02 05:00:00,Building_04,industrial,Weekday,43.74
874,2024-08-02 05:00:00,Building_05,commercial,Weekday,11.35
875,2024-08-02 05:00:00,Building_06,residential,Weekday,2.22
876,2024-08-02 05:00:00,Building_07,industrial,Weekday,41.1
877,2024-08-02 05:00:00,Building_08,industrial,Weekday,41.45
878,2024-08-02 05:00:00,Building_09,residential,Weekday,2.32
879,2024-08-02 05:00:00,Building_10,residential,Weekday,2.39
880,2024-08-02 05:00:00,Building_11,industrial,Weekday,45.71
881,2024-08-02 05:00:00,Building_12,industrial,Weekday,50.26
882,2024-08-02 05:00:00,Building_13,residential,Weekday,2.19
883,2024-08-02 05:00:00,Building_14,residential,Weekday,1.64
884,2024-08-02 05:00:00,Building_15,commercial,Weekday,8.89
885,2024-08-02 05:00:00,Building_16,industrial,Weekday,55.04
886,2024-08-02 05:00:00,Building_17,commercial,Weekday,11.55
887,2024-08-02 05:00:00,Building_18,industrial,Weekday,52.76
888,2024-08-02 05:00:00,Building_19,commercial,Weekday,10.47
889,2024-08-02 05:00:00,Building_20,residential,Weekday,1.84
890,2024-08-02 05:00:00,Building_21,industrial,Weekday,52.29
891,2024-08-02 05:00:00,Building_22,commercial,Weekday,9.83
892,2024-08-02 05:00:00,Building_23,industrial,Weekday,44.8
893,2024-08-02 05:00:00,Building_24,commercial,Weekday,8.15
894,2024-08-02 05:00:00,Building_25,residential,Weekday,2.08
895,2024-08-02 05:00:00,Building_26,residential,Weekday,1.63
896,2024-08-02 05:00:00,Building_27,commercial,Weekday,8.14
897,2024-08-02 05:00:00,Building_28,residential,Weekday,2.39
898,2024-08-02 05:00:00,Building_29,industrial,Weekday,57.37
899,2024-08-02 05:00:00,Building_30,residential,Weekday,2.15
900,2024-08-02 06:00:00,Building_01,commercial,Weekday,10.47
901,2024-08-02 06:00:00,Building_02,industrial,Weekday,41.47
902,2024-08-02 06:00:00,Building_03,commercial,Weekday,11.57
903,2024-08-02 06:00:00,Building_04,industrial,Weekday,54.15
904,2024-08-02 06:00:00,Building_05,commercial,Weekday,9.4
905,2024-08-02 06:00:00,Building_06,residential,Weekday,2.32
906,2024-08-02 06:00:00,Building_07,industrial,Weekday,48.8
907,2024-08-02 06:00:00,Building_08,industrial,Weekday,57.86
908,2024-08-02 06:00:00,Building_09,residential,Weekday,1.69
909,2024-08-02 06:00:00,Building_10,residential,Weekday,1.76
910,2024-08-02 06:00:00,Building_11,industrial,Weekday,51.14
911,2024-08-02 06:00:00,Building_12,industrial,Weekday,58.33
912,2024-08-02 06:00:00,Building_13,residential,Weekday,1.85
913,2024-08-02 06:00:00,Building_14,residential,Weekday,1.96
914,2024-08-02 06:00:00,Building_15,commercial,Weekday,8.41
915,2024-08-02 06:00:00,Building_16,industrial,Weekday,41.32
916,2024-08-02 06:00:00,Building_17,commercial,Weekday,11.8
917,2024-08-02 06:00:00,Building_18,industrial,Weekday,53.22
918,2024-08-02 06:00:00,Building_19,commercial,Weekday,10.76
919,2024-08-02 06:00:00,Building_20,residential,Weekday,2.19
920,2024-08-02 06:00:00,Building_21,industrial,Weekday,48.12
921,2024-08-02 06:00:00,Building_22,commercial,Weekday,9.44
922,2024-08-02 06:00:00,Building_23,industrial,Weekday,56.11
923,2024-08-02 06:00:00,Building_24,commercial,Weekday,8.86
924,2024-08-02 06:00:00,Building_25,residential,Weekday,2.39
925,2024-08-02 06:00:00,Building_26,residential,Weekday,2.0
926,2024-08-02 06:00:00,Building_27,commercial,Weekday,9.12
927,2024-08-02 06:00:00,Building_28,residential,Weekday,1.83
928,2024-08-02 06:00:00,Building_29,industrial,Weekday,41.37
929,2024-08-02 06:00:00,Building_30,residential,Weekday,2.38
930,2024-08-02 07:00:00,Building_01,commercial,Weekday,11.39
931,2024-08-02 07:00:00,Building_02,industrial,Weekday,41.34
932,2024-08-02 07:00:00,Building_03,commercial,Weekday,11.59
933,2024-08-02 07:00:00,Building_04,industrial,Weekday,42.39
934,2024-08-02 07:00:00,Building_05,commercial,Weekday,11.34
935,2024-08-02 07:00:00,Building_06,residential,Weekday,1.96
936,2024-08-02 07:00:00,Building_07,industrial,Weekday,44.34
937,2024-08-02 07:00:00,Building_08,industrial,Weekday,55.66
938,2024-08-02 07:00:00,Building_09,residential,Weekday,1.99
939,2024-08-02 07:00:00,Building_10,residential,Weekday,1.89
940,2024-08-02 07:00:00,Building_11,industrial,Weekday,47.45
941,2024-08-02 07:00:00,Building_12,industrial,Weekday,43.04
942,2024-08-02 07:00:00,Building_13,residential,Weekday,2.37
943,2024-08-02 07:00:00,Building_14,residential,Weekday,1.87
944,2024-08-02 07:00:00,Building_15,commercial,Weekday,8.07
945,2024-08-02 07:00:00,Building_16,industrial,Weekday,57.1
946,2024-08-02 07:00:00,Building_17,commercial,Weekday,11.1
947,2024-08-02 07:00:00,Building_18,industrial,Weekday,48.65
948,2024-08-02 07:00:00,Building_19,commercial,Weekday,10.51
949,2024-08-02 07:00:00,Building_20,residential,Weekday,2.04
950,2024-08-02 07:00:00,Building_21,industrial,Weekday,56.82
951,2024-08-02 07:00:00,Building_22,commercial,Weekday,8.54
952,2024-08-02 07:00:00,Building_23,industrial,Weekday,55.2
953,2024-08-02 07:00:00,Building_24,commercial,Weekday,8.19
954,2024-08-02 07:00:00,Building_25,residential,Weekday,1.68
955,2024-08-02 07:00:00,Building_26,residential,Weekday,2.14
956,2024-08-02 07:00:00,Building_27,commercial,Weekday,10.82
957,2024-08-02 07:00:00,Building_28,residential,Weekday,2.22
958,2024-08-02 07:00:00,Building_29,industrial,Weekday,45.04
959,2024-08-02 07:00:00,Building_30,residential,Weekday,1.79
960,2024-08-02 08:00:00,Building_01,commercial,Weekday,10.14
961,2024-08-02 08:00:00,Building_02,industrial,Weekday,59.82
962,2024-08-02 08:00:00,Building_03,commercial,Weekday,10.9
963,2024-08-02 08:00:00,Building_04,industrial,Weekday,46.96
964,2024-08-02 08:00:00,Building_05,commercial,Weekday,10.35
965,2024-08-02 08:00:00,Building_06,residential,Weekday,1.74
966,2024-08-02 08:00:00,Building_07,industrial,Weekday,56.14
967,2024-08-02 08:00:00,Building_08,industrial,Weekday,48.26
968,2024-08-02 08:00:00,Building_09,residential,Weekday,2.13
969,2024-08-02 08:00:00,Building_10,residential,Weekday,1.83
970,2024-08-02 08:00:00,Building_11,industrial,Weekday,46.01
971,2024-08-02 08:00:00,Building_12,industrial,Weekday,42.74
972,2024-08-02 08:00:00,Building_13,residential,Weekday,2.37
973,2024-08-02 08:00:00,Building_14,residential,Weekday,1.95
974,2024-08-02 08:00:00,Building_15,commercial,Weekday,9.19
975,2024-08-02 08:00:00,Building_16,industrial,Weekday,52.21
976,2024-08-02 08:00:00,Building_17,commercial,Weekday,10.88
977,2024-08-02 08:00:00,Building_18,industrial,Weekday,55.67
978,2024-08-02 08:00:00,Building_19,commercial,Weekday,8.09
979,2024-08-02 08:00:00,Building_20,residential,Weekday,2.13
980,2024-08-02 08:00:00,Building_21,industrial,Weekday,41.13
981,2024-08-02 08:00:00,Building_22,commercial,Weekday,8.07
982,2024-08-02 08:00:00,Building_23,industrial,Weekday,52.91
983,2024-08-02 08:00:00,Building_24,commercial,Weekday,8.25
984,2024-08-02 08:00:00,Building_25,residential,Weekday,1.78
985,2024-08-02 08:00:00,Building_26,residential,Weekday,2.33
986,2024-08-02 08:00:00,Building_27,commercial,Weekday,9.4
987,2024-08-02 08:00:00,Building_28,residential,Weekday,1.63
988,2024-08-02 08:00:00,Building_29,industrial,Weekday,52.13
989,2024-08-02 08:00:00,Building_30,residential,Weekday,2.24
990,2024-08-02 09:00:00,Building_01,commercial,Weekday,28.27
991,2024-08-02 09:00:00,Building_02,industrial,Weekday,42.2
992,2024-08-02 09:00:00,Building_03,commercial,Weekday,26.37
993,2024-08-02 09:00:00,Building_04,industrial,Weekday,48.98
994,2024-08-02 09:00:00,Building_05,commercial,Weekday,24.17
995,2024-08-02 09:00:00,Building_06,residential,Weekday,2.36
996,2024-08-02 09:00:00,Building_07,industrial,Weekday,46.81
997,2024-08-02 09:00:00,Building_08,industrial,Weekday,49.82
998,2024-08-02 09:00:00,Building_09,residential,Weekday,1.76
999,2024-08-02 09:00:00,Building_10,residential,Weekday,2.37
1000,2024-08-02 09:00:00,Building_11,industrial,Weekday,56.18
1001,2024-08-02 09:00:00,Building_12,industrial,Weekday,51.1
1002,2024-08-02 09:00:00,Building_13,residential,Weekday,2.23
1003,2024-08-02 09:00:00,Building_14,residential,Weekday,1.65
1004,2024-08-02 09:00:00,Building_15,commercial,Weekday,29.96
1005,2024-08-02 09:00:00,Building_16,industrial,Weekday,47.46
1006,2024-08-02 09:00:00,Building_17,commercial,Weekday,27.52
1007,2024-08-02 09:00:00,Building_18,industrial,Weekday,43.78
1008,2024-08-02 09:00:00,Building_19,commercial,Weekday,30.79
1009,2024-08-02 09:00:00,Building_20,residential,Weekday,1.71
1010,2024-08-02 09:00:00,Building_21,industrial,Weekday,40.05
1011,2024-08-02 09:00:00,Building_22,commercial,Weekday,26.86
1012,2024-08-02 09:00:00,Building_23,industrial,Weekday,48.44
1013,2024-08-02 09:00:00,Building_24,commercial,Weekday,29.14
1014,2024-08-02 09:00:00,Building_25,residential,Weekday,2.19
1015,2024-08-02 09:00:00,Building_26,residential,Weekday,1.99
1016,2024-08-02 09:00:00,Building_27,commercial,Weekday,29.91
1017,2024-08-02 09:00:00,Building_28,residential,Weekday,2.18
1018,2024-08-02 09:00:00,Building_29,industrial,Weekday,51.07
1019,2024-08-02 09:00:00,Building_30,residential,Weekday,1.78
1020,2024-08-02 10:00:00,Building_01,commercial,Weekday,27.42
1021,2024-08-02 10:00:00,Building_02,industrial,Weekday,59.4
1022,2024-08-02 10:00:00,Building_03,commercial,Weekday,29.61
1023,2024-08-02 10:00:00,Building_04,industrial,Weekday,47.8
1024,2024-08-02 10:00:00,Building_05,commercial,Weekday,29.67
1025,2024-08-02 10:00:00,Building_06,residential,Weekday,2.33
1026,2024-08-02 10:00:00,Building_07,industrial,Weekday,57.63
1027,2024-08-02 10:00:00,Building_08,industrial,Weekday,46.26
1028,2024-08-02 10:00:00,Building_09,residential,Weekday,2.26
1029,2024-08-02 10:00:00,Building_10,residential,Weekday,1.8
1030,2024-08-02 10:00:00,Building_11,industrial,Weekday,47.72
1031,2024-08-02 10:00:00,Building_12,industrial,Weekday,51.56
1032,2024-08-02 10:00:00,Building_13,residential,Weekday,2.2
1033,2024-08-02 10:00:00,Building_14,residential,Weekday,2.39
1034,2024-08-02 10:00:00,Building_15,commercial,Weekday,31.18
1035,2024-08-02 10:00:00,Building_16,industrial,Weekday,45.39
1036,2024-08-02 10:00:00,Building_17,commercial,Weekday,26.34
1037,2024-08-02 10:00:00,Building_18,industrial,Weekday,58.77
1038,2024-08-02 10:00:00,Building_19,commercial,Weekday,31.42
1039,2024-08-02 10:00:00,Building_20,residential,Weekday,1.92
1040,2024-08-02 10:00:00,Building_21,industrial,Weekday,53.41
1041,2024-08-02 10:00:00,Building_22,commercial,Weekday,29.0
1042,2024-08-02 10:00:00,Building_23,industrial,Weekday,43.83
1043,2024-08-02 10:00:00,Building_24,commercial,Weekday,33.52
1044,2024-08-02 10:00:00,Building_25,residential,Weekday,2.31
1045,2024-08-02 10:00:00,Building_26,residential,Weekday,2.14
1046,2024-08-02 10:00:00,Building_27,commercial,Weekday,24.74
1047,2024-08-02 10:00:00,Building_28,residential,Weekday,1.84
1048,2024-08-02 10:00:00,Building_29,industrial,Weekday,57.13
1049,2024-08-02 10:00:00,Building_30,residential,Weekday,2.0
1050,2024-08-02 11:00:00,Building_01,commercial,Weekday,35.94
1051,2024-08-02 11:00:00,Building_02,industrial,Weekday,52.37
1052,2024-08-02 11:00:00,Building_03,commercial,Weekday,24.14
1053,2024-08-02 11:00:00,Building_04,industrial,Weekday,55.67
1054,2024-08-02 11:00:00,Building_05,commercial,Weekday,35.97
1055,2024-08-02 11:00:00,Building_06,residential,Weekday,1.92
1056,2024-08-02 11:00:00,Building_07,industrial,Weekday,53.63
1057,2024-08-02 11:00:00,Building_08,industrial,Weekday,52.17
1058,2024-08-02 11:00:00,Building_09,residential,Weekday,1.87
1059,2024-08-02 11:00:00,Building_10,residential,Weekday,1.86
1060,2024-08-02 11:00:00,Building_11,industrial,Weekday,56.23
1061,2024-08-02 11:00:00,Building_12,industrial,Weekday,55.56
1062,2024-08-02 11:00:00,Building_13,residential,Weekday,2.02
1063,2024-08-02 11:00:00,Building_14,residential,Weekday,1.72
1064,2024-08-02 11:00:00,Building_15,commercial,Weekday,30.34
1065,2024-08-02 11:00:00,Building_16,industrial,Weekday,41.28
1066,2024-08-02 11:00:00,Building_17,commercial,Weekday,34.33
1067,2024-08-02 11:00:00,Building_18,industrial,Weekday,56.04
1068,2024-08-02 11:00:00,Building_19,commercial,Weekday,30.86
1069,2024-08-02 11:00:00,Building_20,residential,Weekday,1.85
1070,2024-08-02 11:00:00,Building_21,industrial,Weekday,55.01
1071,2024-08-02 11:00:00,Building_22,commercial,Weekday,24.92
1072,2024-08-02 11:00:00,Building_23,industrial,Weekday,42.24
1073,2024-08-02 11:00:00,Building_24,commercial,Weekday,35.86
1074,2024-08-02 11:00:00,Building_25,residential,Weekday,1.66
1075,2024-08-02 11:00:00,Building_26,residential,Weekday,1.72
1076,2024-08-02 11:00:00,Building_27,commercial,Weekday,32.21
1077,2024-08-02 11:00:00,Building_28,residential,Weekday,1.99
1078,2024-08-02 11:00:00,Building_29,industrial,Weekday,40.51
1079,2024-08-02 11:00:00,Building_30,residential,Weekday,1.99
1080,2024-08-02 12:00:00,Building_01,commercial,Weekday,9.82
1081,2024-08-02 12:00:00,Building_02,industrial,Weekday,41.38
1082,2024-08-02 12:00:00,Building_03,commercial,Weekday,9.68
1083,2024-08-02 12:00:00,Building_04,industrial,Weekday,51.42
1084,2024-08-02 12:00:00,Building_05,commercial,Weekday,8.62
1085,2024-08-02 12:00:00,Building_06,residential,Weekday,1.61
1086,2024-08-02 12:00:00,Building_07,industrial,Weekday,43.24
1087,2024-08-02 12:00:00,Building_08,industrial,Weekday,44.92
1088,2024-08-02 12:00:00,Building_09,residential,Weekday,1.87
1089,2024-08-02 12:00:00,Building_10,residential,Weekday,1.98
1090,2024-08-02 12:00:00,Building_11,industrial,Weekday,41.98
1091,2024-08-02 12:00:00,Building_12,industrial,Weekday,43.98
1092,2024-08-02 12:00:00,Building_13,residential,Weekday,1.73
1093,2024-08-02 12:00:00,Building_14,residential,Weekday,1.64
1094,2024-08-02 12:00:00,Building_15,commercial,Weekday,10.55
1095,2024-08-02 12:00:00,Building_16,industrial,Weekday,53.85
1096,2024-08-02 12:00:00,Building_17,commercial,Weekday,8.31
1097,2024-08-02 12:00:00,Building_18,industrial,Weekday,45.39
1098,2024-08-02 12:00:00,Building_19,commercial,Weekday,11.22
1099,2024-08-02 12:00:00,Building_20,residential,Weekday,1.63
1100,2024-08-02 12:00:00,Building_21,industrial,Weekday,44.72
1101,2024-08-02 12:00:00,Building_22,commercial,Weekday,11.74
1102,2024-08-02 12:00:00,Building_23,industrial,Weekday,57.07
1103,2024-08-02 12:00:00,Building_24,commercial,Weekday,9.42
1104,2024-08-02 12:00:00,Building_25,residential,Weekday,2.4
1105,2024-08-02 12:00:00,Building_26,residential,Weekday,2.23
1106,2024-08-02 12:00:00,Building_27,commercial,Weekday,10.1
1107,2024-08-02 12:00:00,Building_28,residential,Weekday,1.83
1108,2024-08-02 12:00:00,Building_29,industrial,Weekday,56.58
1109,2024-08-02 12:00:00,Building_30,residential,Weekday,1.9
1110,2024-08-02 13:00:00,Building_01,commercial,Weekday,11.02
1111,2024-08-02 13:00:00,Building_02,industrial,Weekday,50.11
1112,2024-08-02 13:00:00,Building_03,commercial,Weekday,9.82
1113,2024-08-02 13:00:00,Building_04,industrial,Weekday,56.53
1114,2024-08-02 13:00:00,Building_05,commercial,Weekday,8.8
1115,2024-08-02 13:00:00,Building_06,residential,Weekday,1.96
1116,2024-08-02 13:00:00,Building_07,industrial,Weekday,53.14
1117,2024-08-02 13:00:00,Building_08,industrial,Weekday,46.09
1118,2024-08-02 13:00:00,Building_09,residential,Weekday,2.02
1119,2024-08-02 13:00:00,Building_10,residential,Weekday,1.99
1120,2024-08-02 13:00:00,Building_11,industrial,Weekday,49.1
1121,2024-08-02 13:00:00,Building_12,industrial,Weekday,56.1
1122,2024-08-02 13:00:00,Building_13,residential,Weekday,2.4
1123,2024-08-02 13:00:00,Building_14,residential,Weekday,1.72
1124,2024-08-02 13:00:00,Building_15,commercial,Weekday,9.61
1125,2024-08-02 13:00:00,Building_16,industrial,Weekday,43.08
1126,2024-08-02 13:00:00,Building_17,commercial,Weekday,9.94
1127,2024-08-02 13:00:00,Building_18,industrial,Weekday,43.7
1128,2024-08-02 13:00:00,Building_19,commercial,Weekday,11.73
1129,2024-08-02 13:00:00,Building_20,residential,Weekday,2.03
1130,2024-08-02 13:00:00,Building_21,industrial,Weekday,54.5
1131,2024-08-02 13:00:00,Building_22,commercial,Weekday,10.33
1132,2024-08-02 13:00:00,Building_23,industrial,Weekday,44.59
1133,2024-08-02 13:00:00,Building_24,commercial,Weekday,10.03
1134,2024-08-02 13:00:00,Building_25,residential,Weekday,1.7
1135,2024-08-02 13:00:00,Building_26,residential,Weekday,2.08
1136,2024-08-02 13:00:00,Building_27,commercial,Weekday,9.53
1137,2024-08-02 13:00:00,Building_28,residential,Weekday,1.64
1138,2024-08-02 13:00:00,Building_29,industrial,Weekday,58.36
1139,2024-08-02 13:00:00,Building_30,residential,Weekday,1.99
1140,2024-08-02 14:00:00,Building_01,commercial,Weekday,8.74
1141,2024-08-02 14:00:00,Building_02,industrial,Weekday,169.18
1142,2024-08-02 14:00:00,Building_03,commercial,Weekday,11.04
1143,2024-08-02 14:00:00,Building_04,industrial,Weekday,164.64
1144,2024-08-02 14:00:00,Building_05,commercial,Weekday,8.92
1145,2024-08-02 14:00:00,Building_06,residential,Weekday,2.39
1146,2024-08-02 14:00:00,Building_07,industrial,Weekday,120.19
1147,2024-08-02 14:00:00,Building_08,industrial,Weekday,148.6
1148,2024-08-02 14:00:00,Building_09,residential,Weekday,2.37
1149,2024-08-02 14:00:00,Building_10,residential,Weekday,1.69
1150,2024-08-02 14:00:00,Building_11,industrial,Weekday,174.53
1151,2024-08-02 14:00:00,Building_12,industrial,Weekday,164.04
1152,2024-08-02 14:00:00,Building_13,residential,Weekday,2.31
1153,2024-08-02 14:00:00,Building_14,residential,Weekday,1.99
1154,2024-08-02 14:00:00,Building_15,commercial,Weekday,10.96
1155,2024-08-02 14:00:00,Building_16,industrial,Weekday,151.91
1156,2024-08-02 14:00:00,Building_17,commercial,Weekday,8.64
1157,2024-08-02 14:00:00,Building_18,industrial,Weekday,147.88
1158,2024-08-02 14:00:00,Building_19,commercial,Weekday,9.33
1159,2024-08-02 14:00:00,Building_20,residential,Weekday,1.77
1160,2024-08-02 14:00:00,Building_21,industrial,Weekday,137.07
1161,2024-08-02 14:00:00,Building_22,commercial,Weekday,11.01
1162,2024-08-02 14:00:00,Building_23,industrial,Weekday,133.04
1163,2024-08-02 14:00:00,Building_24,commercial,Weekday,9.43
1164,2024-08-02 14:00:00,Building_25,residential,Weekday,2.21
1165,2024-08-02 14:00:00,Building_26,residential,Weekday,2.22
1166,2024-08-02 14:00:00,Building_27,commercial,Weekday,11.74
1167,2024-08-02 14:00:00,Building_28,residential,Weekday,1.77
1168,2024-08-02 14:00:00,Building_29,industrial,Weekday,135.4
1169,2024-08-02 14:00:00,Building_30,residential,Weekday,1.84
1170,2024-08-02 15:00:00,Building_01,commercial,Weekday,9.09
1171,2024-08-02 15:00:00,Building_02,industrial,Weekday,138.87
1172,2024-08-02 15:00:00,Building_03,commercial,Weekday,10.11
1173,2024-08-02 15:00:00,Building_04,industrial,Weekday,161.06
1174,2024-08-02 15:00:00,Building_05,commercial,Weekday,8.49
1175,2024-08-02 15:00:00,Building_06,residential,Weekday,2.25
1176,2024-08-02 15:00:00,Building_07,industrial,Weekday,157.48
1177,2024-08-02 15:00:00,Building_08,industrial,Weekday,134.66
1178,2024-08-02 15:00:00,Building_09,residential,Weekday,1.93
1179,2024-08-02 15:00:00,Building_10,residential,Weekday,2.05
1180,2024-08-02 15:00:00,Building_11,industrial,Weekday,148.3
1181,2024-08-02 15:00:00,Building_12,industrial,Weekday,148.62
1182,2024-08-02 15:00:00,Building_13,residential,Weekday,1.87
1183,2024-08-02 15:00:00,Building_14,residential,Weekday,2.22
1184,2024-08-02 15:00:00,Building_15,commercial,Weekday,10.37
1185,2024-08-02 15:00:00,Building_16,industrial,Weekday,124.04
1186,2024-08-02 15:00:00,Building_17,commercial,Weekday,9.32
1187,2024-08-02 15:00:00,Building_18,industrial,Weekday,156.68
1188,2024-08-02 15:00:00,Building_19,commercial,Weekday,8.78
1189,2024-08-02 15:00:00,Building_20,residential,Weekday,1.71
1190,2024-08-02 15:00:00,Building_21,industrial,Weekday,153.49
1191,2024-08-02 15:00:00,Building_22,commercial,Weekday,11.13
1192,2024-08-02 15:00:00,Building_23,industrial,Weekday,130.57
1193,2024-08-02 15:00:00,Building_24,commercial,Weekday,11.76
1194,2024-08-02 15:00:00,Building_25,residential,Weekday,1.62
1195,2024-08-02 15:00:00,Building_26,residential,Weekday,1.62
1196,2024-08-02 15:00:00,Building_27,commercial,Weekday,11.6
1197,2024-08-02 15:00:00,Building_28,residential,Weekday,1.96
1198,2024-08-02 15:00:00,Building_29,industrial,Weekday,169.19
1199,2024-08-02 15:00:00,Building_30,residential,Weekday,2.03
1200,2024-08-02 16:00:00,Building_01,commercial,Weekday,10.53
1201,2024-08-02 16:00:00,Building_02,industrial,Weekday,138.9
1202,2024-08-02 16:00:00,Building_03,commercial,Weekday,8.5
1203,2024-08-02 16:00:00,Building_04,industrial,Weekday,165.76
1204,2024-08-02 16:00:00,Building_05,commercial,Weekday,9.05
1205,2024-08-02 16:00:00,Building_06,residential,Weekday,1.7
1206,2024-08-02 16:00:00,Building_07,industrial,Weekday,167.98
1207,2024-08-02 16:00:00,Building_08,industrial,Weekday,129.52
1208,2024-08-02 16:00:00,Building_09,residential,Weekday,2.06
1209,2024-08-02 16:00:00,Building_10,residential,Weekday,2.12
1210,2024-08-02 16:00:00,Building_11,industrial,Weekday,170.24
1211,2024-08-02 16:00:00,Building_12,industrial,Weekday,161.23
1212,2024-08-02 16:00:00,Building_13,residential,Weekday,1.96
1213,2024-08-02 16:00:00,Building_14,residential,Weekday,2.25
1214,2024-08-02 16:00:00,Building_15,commercial,Weekday,9.85
1215,2024-08-02 16:00:00,Building_16,industrial,Weekday,179.69
1216,2024-08-02 16:00:00,Building_17,commercial,Weekday,10.32
1217,2024-08-02 16:00:00,Building_18,industrial,Weekday,143.71
1218,2024-08-02 16:00:00,Building_19,commercial,Weekday,8.78
1219,2024-08-02 16:00:00,Building_20,residential,Weekday,1.93
1220,2024-08-02 16:00:00,Building_21,industrial,Weekday,141.88
1221,2024-08-02 16:00:00,Building_22,commercial,Weekday,8.55
1222,2024-08-02 16:00:00,Building_23,industrial,Weekday,152.74
1223,2024-08-02 16:00:00,Building_24,commercial,Weekday,10.33
1224,2024-08-02 16:00:00,Building_25,residential,Weekday,1.8
1225,2024-08-02 16:00:00,Building_26,residential,Weekday,1.71
1226,2024-08-02 16:00:00,Building_27,commercial,Weekday,11.63
1227,2024-08-02 16:00:00,Building_28,residential,Weekday,2.02
1228,2024-08-02 16:00:00,Building_29,industrial,Weekday,179.1
1229,2024-08-02 16:00:00,Building_30,residential,Weekday,1.64
1230,2024-08-02 17:00:00,Building_01,commercial,Weekday,10.48
1231,2024-08-02 17:00:00,Building_02,industrial,Weekday,51.8
1232,2024-08-02 17:00:00,Building_03,commercial,Weekday,9.76
1233,2024-08-02 17:00:00,Building_04,industrial,Weekday,47.91
1234,2024-08-02 17:00:00,Building_05,commercial,Weekday,9.68
1235,2024-08-02 17:00:00,Building_06,residential,Weekday,2.29
1236,2024-08-02 17:00:00,Building_07,industrial,Weekday,47.51
1237,2024-08-02 17:00:00,Building_08,industrial,Weekday,59.36
1238,2024-08-02 17:00:00,Building_09,residential,Weekday,2.12
1239,2024-08-02 17:00:00,Building_10,residential,Weekday,1.95
1240,2024-08-02 17:00:00,Building_11,industrial,Weekday,47.55
1241,2024-08-02 17:00:00,Building_12,industrial,Weekday,50.55
1242,2024-08-02 17:00:00,Building_13,residential,Weekday,1.84
1243,2024-08-02 17:00:00,Building_14,residential,Weekday,2.39
1244,2024-08-02 17:00:00,Building_15,commercial,Weekday,11.33
1245,2024-08-02 17:00:00,Building_16,industrial,Weekday,58.92
1246,2024-08-02 17:00:00,Building_17,commercial,Weekday,10.56
1247,2024-08-02 17:00:00,Building_18,industrial,Weekday,44.92
1248,2024-08-02 17:00:00,Building_19,commercial,Weekday,9.98
1249,2024-08-02 17:00:00,Building_20,residential,Weekday,1.98
1250,2024-08-02 17:00:00,Building_21,industrial,Weekday,42.18
1251,2024-08-02 17:00:00,Building_22,commercial,Weekday,10.56
1252,2024-08-02 17:00:00,Building_23,industrial,Weekday,40.21
1253,2024-08-02 17:00:00,Building_24,commercial,Weekday,9.42
1254,2024-08-02 17:00:00,Building_25,residential,Weekday,1.62
1255,2024-08-02 17:00:00,Building_26,residential,Weekday,1.96
1256,2024-08-02 17:00:00,Building_27,commercial,Weekday,11.66
1257,2024-08-02 17:00:00,Building_28,residential,Weekday,1.73
1258,2024-08-02 17:00:00,Building_29,industrial,Weekday,50.48
1259,2024-08-02 17:00:00,Building_30,residential,Weekday,1.8
1260,2024-08-02 18:00:00,Building_01,commercial,Weekday,10.67
1261,2024-08-02 18:00:00,Building_02,industrial,Weekday,58.92
1262,2024-08-02 18:00:00,Building_03,commercial,Weekday,10.56
1263,2024-08-02 18:00:00,Building_04,industrial,Weekday,59.82
1264,2024-08-02 18:00:00,Building_05,commercial,Weekday,11.84
1265,2024-08-02 18:00:00,Building_06,residential,Weekday,4.81
1266,2024-08-02 18:00:00,Building_07,industrial,Weekday,42.98
1267,2024-08-02 18:00:00,Building_08,industrial,Weekday,59.4
1268,2024-08-02 18:00:00,Building_09,residential,Weekday,5.18
1269,2024-08-02 18:00:00,Building_10,residential,Weekday,5.44
1270,2024-08-02 18:00:00,Building_11,industrial,Weekday,56.0
1271,2024-08-02 18:00:00,Building_12,industrial,Weekday,43.35
1272,2024-08-02 18:00:00,Building_13,residential,Weekday,5.61
1273,2024-08-02 18:00:00,Building_14,residential,Weekday,5.73
1274,2024-08-02 18:00:00,Building_15,commercial,Weekday,10.73
1275,2024-08-02 18:00:00,Building_16,industrial,Weekday,55.84
1276,2024-08-02 18:00:00,Building_17,commercial,Weekday,8.81
1277,2024-08-02 18:00:00,Building_18,industrial,Weekday,48.37
1278,2024-08-02 18:00:00,Building_19,commercial,Weekday,8.96
1279,2024-08-02 18:00:00,Building_20,residential,Weekday,6.14
1280,2024-08-02 18:00:00,Building_21,industrial,Weekday,46.72
1281,2024-08-02 18:00:00,Building_22,commercial,Weekday,10.85
1282,2024-08-02 18:00:00,Building_23,industrial,Weekday,53.29
1283,2024-08-02 18:00:00,Building_24,commercial,Weekday,10.19
1284,2024-08-02 18:00:00,Building_25,residential,Weekday,5.75
1285,2024-08-02 18:00:00,Building_26,residential,Weekday,5.61
1286,2024-08-02 18:00:00,Building_27,commercial,Weekday,10.49
1287,2024-08-02 18:00:00,Building_28,residential,Weekday,7.12
